"record_hash";"uni_cod";"a_a";"facolta";"laurea_nome";"laurea_tipo";"sede";"laurea_classe_cod";"curr_nome";"materia_nome";"materia_ssd_cod";"materia_cfu";"curr_materia_anno";"curr_materia_periodo";"modulo_nome";"sub_modulo_gruppo";"sub_modulo_nome";"modulo_cfu";"modulo_periodo";"insegnamento_prof";"insegnamento_prof_www";"isbn";"autori";"curatori";"traduttori";"titolo";"editore";"edizione";"anno_pub";"tipo_copertina";"pagg";"lingua";"prezzo";"testo_obb";"testo_uso";"testo_freq";"laurea_iscritti";"laurea_matricole";"prof_id";"insegnamento_id"
"d2f18b648e70f9d43a6ebaccedf6f5b8b492149dd561c08c4128f0609465d0eb993af2b57d8040031e5abb2c942609e0f37e9e333699a46c297949bd28644162";"polimi";2022;"Scuola Architettura Urbanistica Ingegneria delle Costruzioni";"ARCHITETTURA - AMBIENTE COSTRUITO - INTERNI - ARCHITECTURE - BUILT ENVIRONMENT - INTERIORS";"LM";"Milano Leonardo";"LM-4";"ACI - ARCHITETTURA - AMBIENTE COSTRUITO INTERNI";"CI URBANISTICA";"ICAR/20; ICAR/21; SPS/10";"8";"2";"1";"PROGETTAZIONE URBANA";"";"";"4";"1";"Clerici Maria Antonietta";"https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_didattica=evento&k_doc=43272&aa=2022&lang=IT&jaf_currentWFID=main";"9788855534864";"Maria Prezioso";"";"";"Territorial impact assessment of national and regional territorial cohesion in Italy";"Patron";"";"2020";"Brossura";"586";"Inglese";"58.00";"obb";"tutto";"tutti";1101;420;795;506859
"b85430bbf713136af0848b0ddd6e41af90da6a0f5c1f3c00d0b4e894cc62e63b0245ff422d6c650324be47b530a24cf7c5f563dfcac34312358d0f8198d8bbc0";"polimi";2022;"Scuola Architettura Urbanistica Ingegneria delle Costruzioni";"ARCHITETTURA - AMBIENTE COSTRUITO - INTERNI - ARCHITECTURE - BUILT ENVIRONMENT - INTERIORS";"LM";"Milano Leonardo";"LM-4";"ACI - ARCHITETTURA - AMBIENTE COSTRUITO INTERNI";"CI URBANISTICA";"ICAR/20; ICAR/21; SPS/10";"8";"2";"1";"SOCIOLOGIA URBANA";"";"";"4";"1";"Petrillo Agostino";"https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_didattica=evento&k_doc=5365&aa=2022&lang=IT&jaf_currentWFID=main";"9788855534864";"Maria Prezioso";"";"";"Territorial impact assessment of national and regional territorial cohesion in Italy";"Patron";"";"2020";"Brossura";"586";"Inglese";"58.00";"obb";"tutto";"tutti";1101;420;514;506860
"0b10ce1bd93ce1b36ea3aefca79cc038bfcb4d17c9246b055cfcea742e5a5a5996b9e242baeab9cb03a8a34aa320c840c517f05d808cfd26ac2284617d1e63c8";"polimi";2022;"Scuola Architettura Urbanistica Ingegneria delle Costruzioni";"ARCHITETTURA E DISEGNO URBANO - ARCHITECTURE AND URBAN DESIGN";"LM";"Milano Leonardo";"LM-4";"ADU - ARCHITETTURA E DISEGNO URBANO";"TECNICA DELLE COSTRUZIONI";"ICAR/09";"4";"1";"1";"";"";"";"";"";"Quaglini Virginio";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=134967";"9788855527835";"Daniel L. Schodek";"";"Dario Coronelli, Luca Martinelli";"Strutture";"Patron";"";"2004";"Brossura";"574";"Italiano";"42.00";"fac";"tutto";"tutti";1004;341;911;507152
"498496a35e6c8381b28aec51ba3e3f66e43fcdc17d30b921b11f663a4fa57650befcbd7be8bc01166d3c89e3b34fa7402e23c5fe9ad5d78b65abb033e3b24934";"polimi";2022;"Scuola Architettura Urbanistica Ingegneria delle Costruzioni";"INGEGNERIA EDILE - ARCHITETTURA";"LMCU";"Lecco";"LM-4CU";"EQ2 - INGEGNERIA EDILE - ARCHITETTURA";"PROGETTO DI STRUTTURE";"ICAR/09";"6";"4";"2";"";"";"";"";"";"Zani Giulio";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=181833";"9788855527835";"Daniel L. Schodek";"";"Dario Coronelli, Luca Martinelli";"Strutture";"Patron";"";"2004";"Brossura";"574";"Italiano";"42.00";"obb";"tutto";"tutti";664;94;31719;507449
"5067640f512a7779113082d08d4ebba92b93d9f6a2e0230c139209d565094c2e5d8cd556e37ea1f7fe6b332410e82ce2bf95dfb6efe4cfe44ea7af708957e407";"polimi";2022;"Scuola Architettura Urbanistica Ingegneria delle Costruzioni";"PROGETTAZIONE DELL'ARCHITETTURA";"L";"Milano Leonardo; Piacenza; Mantova";"L-17";"MIA - PROGETTAZIONE DELL'ARCHITETTURA (MILANO)";"LABORATORIO DI PROGETTAZIONE ARCHITETTONICA 2";"ICAR/08; ICAR/14";"12";"2";"A";"STRUTTURE (SEZIONE O )";"";"";"4";"A";"Kanyilmaz Alper";"https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_didattica=evento&k_doc=297768&aa=2022&lang=IT&jaf_currentWFID=main";"9788855527835";"Daniel L. Schodek";"";"Dario Coronelli, Luca Martinelli";"Strutture";"Patron";"";"2004";"Brossura";"574";"Italiano";"42.00";"obb";"tutto";"tutti";3353;896;31745;507827
"95608a01432d4ca37517e40b91b4f88a7688517fbb0871bd5ed7d5f81de2f55d4dd6fe3ccb1ed3e0624a8af4f93a270a78da260f173ac716cfde8635c94690eb";"polimi";2022;"Scuola Ingegneria Civile";"CIVIL ENGINEERING FOR RISK MITIGATION";"LM";"Lecco";"LM-23";"CHR - HYDROGEOLOGICAL RISKS";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";179;58;31759;508320
"b68d2b7a17db80c8814d31525c02b4b4f9a99f433155351cb2a325219105d566d4c97665175ef1880679191c72d9e694b6a4e128d0326e2f9fcb3c87e9d3bb47";"polimi";2022;"Scuola Ingegneria Civile";"CIVIL ENGINEERING FOR RISK MITIGATION";"LM";"Lecco";"LM-23";"CHR - HYDROGEOLOGICAL RISKS";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";179;58;31759;508320
"7ba5387aa891acbbebf0a22a2a898fb6482120e3931ff966804f25c12faf24cf8a24935b8ae75c1b2a50c45dea5ad1e9ae43a74ddede2606da29fb668a378ec7";"polimi";2022;"Scuola Ingegneria Civile";"CIVIL ENGINEERING FOR RISK MITIGATION";"LM";"Lecco";"LM-23";"CRS - RISKS FOR STRUCTURES AND INFRASTRUCTURES";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";179;58;31759;508320
"9892bd97b9a629053473852df6c1017f3328a02895a5d8ffeefa5ec4dcab3e4ae575ffb9339e4e6dbd03c63c42f09efcf3df70302d1b352393ebb5f18687d537";"polimi";2022;"Scuola Ingegneria Civile";"CIVIL ENGINEERING FOR RISK MITIGATION";"LM";"Lecco";"LM-23";"CRS - RISKS FOR STRUCTURES AND INFRASTRUCTURES";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";179;58;31759;508320
"29eaeb9c830b22a8e2d4d41067053dab9554b685f6479612e1740a5373526e37a9cf3f9b5d8053e4b6619edace9c6999e7f335f6f449783f309f4a24cf2907fa";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA CIVILE";"L";"Milano Leonardo";"L-7";"OAI - PERCORSO IN ITALIANO";"COSTRUZIONI IDRAULICHE";"ICAR/02";"9";"3";"1";"";"";"";"";"";"Becciu Gianfranco";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=1294";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"fac";"tutto";"tutti";670;203;1851;508400
"605776a20d761f14ee1f5e4c1b7c8d7bb7462a862c4d48cae8f17cad39067c5d2aad100c24c71d64a47ce547fac9cd011077b5e7bfa03594e4c9b01976d1ac14";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA CIVILE";"L";"Milano Leonardo";"L-7";"OAI - PERCORSO IN ITALIANO";"PROVA FINALE (CIV-ICAR/02)";"";"1";"3";"1";"";"";"";"";"";"Becciu Gianfranco";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=1294";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"fac";"tutto";"tutti";670;203;1851;508411
"aaf13240725f04282d3ef3152e2204f1c6d9bf11f7a39cf064853287ffdd4c0737b79bb54afd10c907cf13710a65f23028109997781126d99853113c0f89cbcf";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA CIVILE - CIVIL ENGINEERING";"LM";"Milano Leonardo";"LM-23";"NEW - STRUCTURES - DESIGN OF NEW STRUCTURES";"CONCEPTUAL DESIGN OF STRUCTURES";"ICAR/09";"6";"2";"2";"";"";"";"";"";"Rosati Gianpaolo";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=142999";"9788855527835";"Daniel L. Schodek";"";"Dario Coronelli, Luca Martinelli";"Strutture";"Patron";"";"2004";"Brossura";"574";"Italiano";"42.00";"fac";"tutto";"tutti";410;126;551;508448
"2615b083c355f4c1698a234c7bf2401044fe5e2f1ddb18243fbce1c5c9a4328cced66a9eda0ff1b0e1f18506e797ae3e2a4cfab09c7dfb7a90212b0ee9e35530";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA CIVILE - CIVIL ENGINEERING";"LM";"Milano Leonardo";"LM-23";"WAT - WATER ENGINEERING";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"1";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";410;126;31759;508320
"6394239ae3540fa26e951fc4e4726669cf8c448ba824bc65cd9a983ade4a243289ad40556f6e022eb5c20986104b8f8d2477bc5d6d9ec8cd31e8be4dda26618b";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA CIVILE - CIVIL ENGINEERING";"LM";"Milano Leonardo";"LM-23";"WAT - WATER ENGINEERING";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"1";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";410;126;31759;508320
"471cc75a4a2ff4deb0e5481180f31911e42f15da43166802f1a345951f83acd699d60905ceba4ee0a874813a265cb3482a7660e918d095095816c03f671383ff";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO";"L";"Milano Leonardo";"L-7";"M1A - INGEGNERIA PER L'AMBIENTE E IL TERRITORIO";"TECNICA DELLE COSTRUZIONI (AMB)";"ICAR/09";"8";"3";"2";"";"";"";"";"";"Coronelli Dario Angelo Maria";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=48289";"9788855530668";"Dario Coronelli";"";"";"Architettura e struttura. Esempi di meccanica e concezione";"Patron";"";"2010";"Cartonato";"200";"Italiano";"20.00";"fac";"tutto";"tutti";569;178;912;508589
"c4bf59ced84deb4bc032be8e1d76091538a5aac4730bc1069fbb99534165105c19cce24bd63a9ee0a9b3a47343159b2001df1943c6e346241ea5eeacab8d7263";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2A - DIFESA DEL SUOLO E PREVENZIONE DAI RISCHI NATURALI";"TECNICA DELLE COSTRUZIONI (AMB)";"ICAR/09";"8";"1";"2";"";"";"";"";"";"Coronelli Dario Angelo Maria";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=48289";"9788855530668";"Dario Coronelli";"";"";"Architettura e struttura. Esempi di meccanica e concezione";"Patron";"";"2010";"Cartonato";"200";"Italiano";"20.00";"fac";"tutto";"tutti";287;95;912;508589
"64d8f3b55ba53511fb5c9efb5732ccc1cdbe54ecac1f776cafc54fa50fbc757da52b3221859513822d51d68955dea342b15e4f72554ad8fdc7202bf569863561";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2A - DIFESA DEL SUOLO E PREVENZIONE DAI RISCHI NATURALI";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";287;95;31759;508320
"db1d1f92be9a12f634e2bb2cbcfdca860ff2d856c938b96d4996df0ff7eea6fecfbf9c6387806ae239250026870ae69898ef55a5bcd23e12d94f12055d07fd1b";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2A - DIFESA DEL SUOLO E PREVENZIONE DAI RISCHI NATURALI";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";287;95;31759;508320
"77ff9e7b9b089d096dc8e17e858312508d573776179ee876aad6bb4209a6a0d39936ddc7aa4d286dfb9b6a3359603ca7a34072e85f753cbaccb8eb6ed93be32d";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2B - PIANIFICAZIONE E GESTIONE DELLE RISORSE NATURALI";"TECNICA DELLE COSTRUZIONI (AMB)";"ICAR/09";"8";"1";"2";"";"";"";"";"";"Coronelli Dario Angelo Maria";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=48289";"9788855530668";"Dario Coronelli";"";"";"Architettura e struttura. Esempi di meccanica e concezione";"Patron";"";"2010";"Cartonato";"200";"Italiano";"20.00";"fac";"tutto";"tutti";287;95;912;508589
"a7211301c9555bfa3f2b69e72214f52a13e97312bec9032da64253b00371a44d089c358d6c86249cc0ddf33249289ab417d56a0db936f072b1a07fb35f0885b0";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2B - PIANIFICAZIONE E GESTIONE DELLE RISORSE NATURALI";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";287;95;31759;508320
"f97c73ecbf3d3e40bacbd8cd65e9f1b3686ade649097fd97a90dfe54d64269202caad101b306eeec6723ffb268d8a78b0b06724608a1c47ff10195829121c495";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2B - PIANIFICAZIONE E GESTIONE DELLE RISORSE NATURALI";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";287;95;31759;508320
"7864d3d13dacf28aaa4cdd939fb42cbd076b5d1fe1055c068b138a01d36009f3ca7e0f885e40ab4fb1fb7423c7a997656d996ab172505712dc0731f2a33ab152";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2C - TECNOLOGIE DI RISANAMENTO";"TECNICA DELLE COSTRUZIONI (AMB)";"ICAR/09";"8";"1";"2";"";"";"";"";"";"Coronelli Dario Angelo Maria";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=48289";"9788855530668";"Dario Coronelli";"";"";"Architettura e struttura. Esempi di meccanica e concezione";"Patron";"";"2010";"Cartonato";"200";"Italiano";"20.00";"fac";"tutto";"tutti";287;95;912;508589
"002096f2e79735559b2e3c2c3da1c2fd73068791c7f037ff8fbf1fdabe7318eb866ad3bf77389fc8988b51573aa63b91c3b800f2ab18081da70f8a9645c20c9e";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2C - TECNOLOGIE DI RISANAMENTO";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";287;95;31759;508320
"290531ef223f15ea3773614c11c0541f86ad86327851ddbcc548383d8f3ea717dc0909945ee67b854bf9144048428252e8c7033ec07557054a6b18d8b6f1330f";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2C - TECNOLOGIE DI RISANAMENTO";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";287;95;31759;508320
"c82ca6a91a5e270172a85386a651cecfd3e546debc123902d92cc5554713a46d73ed5fc04cd837fc21eaf9bd540dad62f49e135c85cb2e18ad1e5f7748937f12";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2D - MONITORAGGIO E DIAGNOSTICA AMBIENTALE";"TECNICA DELLE COSTRUZIONI (AMB)";"ICAR/09";"8";"1";"2";"";"";"";"";"";"Coronelli Dario Angelo Maria";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=48289";"9788855530668";"Dario Coronelli";"";"";"Architettura e struttura. Esempi di meccanica e concezione";"Patron";"";"2010";"Cartonato";"200";"Italiano";"20.00";"fac";"tutto";"tutti";287;95;912;508589
"dfe71f66855fce0c1ac406dfcb2df2b15bf479216f745a60f388e5437150fe84283681ea929459e5329a4b32cdec7930cefe716bcc6d79e3e7cbb1f2be0d21bb";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2D - MONITORAGGIO E DIAGNOSTICA AMBIENTALE";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";287;95;31759;508320
"7b39940512b24f7f264ecb75e577b22d43fc57e876b4bfe3853f64f49419c6832d9b079d6b00a2b751d9dd5aca4035a3bdd5875da0fffe4371cd782ee4cf17bd";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2D - MONITORAGGIO E DIAGNOSTICA AMBIENTALE";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";287;95;31759;508320
"d2df2ec53acf901d097988ac4cfca3ee68f9d0381e57a632a57275a4aec3aa5f6165e9f6c7719c2d1c20a0a0f04ba39303a37cab709e2750ad0e34ffd08f1571";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2P - ENVIRONMENTAL ENGINEERING FOR SUSTAINABILITY - 2ND YEAR TRACK - PIACENZA";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502009";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.1. Opere di derivazione";"Patron";"4";"1982";"";"IV-284";"Italiano";"20.00";"obb";"tutto";"tutti";287;95;31759;508320
"d6d1cb98544c7594d1b879aab1e1858c8dba67cde729bf3335999c8c9c605b01224299103e7c7c3092ae9ca71ad415c302b10d88cc104c63a7f3ce721583e4e5";"polimi";2022;"Scuola Ingegneria Civile";"INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING";"LM";"Milano Leonardo; Piacenza";"LM-35";"M2P - ENVIRONMENTAL ENGINEERING FOR SUSTAINABILITY - 2ND YEAR TRACK - PIACENZA";"WATER ENERGY AGRICULTURE";"ICAR/02";"10";"2";"2";"";"";"";"";"";"Corbari Chiara";"https://aunicalogin.polimi.it/aunicalogin/getservizio.xml?id_servizio=167&evn_didattica=evento&k_doc=47688";"9788855502016";"Giuseppe Evangelisti";"";"";"Impianti idroelettrici vol.2. Centrali idroelettriche";"Patron";"2";"1951";"";"214";"Italiano";"17.00";"obb";"tutto";"tutti";287;95;31759;508320
"71c5472fd48f98d58beca2661b5b17b1ca62d372b190083350725c74bd70a19e4a2e93e565829433ba28fb3195de08b09011de125de85be258629e23f3a9245c";"polimi";2022;"Scuola Ingegneria Industriale e dell'Informazione";"BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA";"LM";"Milano Leonardo";"LM-21";"BBB - BIOMECCANICA E BIOMATERIALI - BIOMECHANICS AND BIOMATERIALS";"BIOMEDICAL SIGNAL PROCESSING AND MEDICAL IMAGES";"ING-INF/06";"10";"1";"1";"BIOMEDICAL SIGNAL PROCESSING AND MEDICAL IMAGES [2]";"";"";"5";"1";"Signorini Maria Gabriella";"https://www4.ceda.polimi.it/manifesti/manifesti/controller/ricerche/RicercaPerDocentiPublic.do?evn_didattica=evento&k_doc=154032&aa=2022&lang=IT&jaf_currentWFID=main";"9788855531726";"Giuseppe Coppini, Stefano Diciotti, Guido Valli";"";"";"Bioimmagini. Con CD-ROM";"Patron";"3";"2013";"Brossura";"326";"Italiano";"30.00";"fac";"tutto";"tutti";1355;509;1142;557002
