record_hash,uni_cod,a_a,facolta,laurea_nome,laurea_tipo,sede,laurea_classe_cod,curr_nome,materia_nome,materia_ssd_cod,materia_cfu,curr_materia_anno,curr_materia_periodo,modulo_nome,sub_modulo_gruppo,sub_modulo_nome,modulo_cfu,modulo_periodo,insegnamento_prof,insegnamento_prof_www,isbn,autori,curatori,traduttori,titolo,editore,edizione,anno_pub,tipo_copertina,pagg,lingua,prezzo,testo_obb,testo_uso,testo_freq,laurea_iscritti,laurea_matricole,prof_id,insegnamento_id
52e93349e13b44000f40d0f3eecbb8cd198360c08368c6495b3afd966bd05483c53cb45522ba752727cb07bb3218a0b12b1c60fc357e75647cf785e8779a416b,unict,2022,Dipartimento Ingegneria civile e architettura,MECHANICAL ENGINEERING,LM,Catania,LM-33,PERCORSO COMUNE,MACHINE DESIGN II,ING-IND/14,,2,,,,,,,Giuseppe Mirone,https://www.dicar.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TVJOR1BQNjhNMjFDMzUxRw==,9788855502542,Renato Giovannozzi,,,Costruzione di macchine vol.2. La resistenza dei materiali e le prove relative a fatica e a scorrimento,Patron,5,1980,Brossura,XII-598,Italiano,34.0,obb,tutto,tutti,21,24,43980,648302
500acbc3dc699f0f12aa92acf7ebf63e628cebd77d1128867e0421888eae37d65344bfcdf79e208fdaac718ecebcb3bab535e45da3dc78840ada165eefe5d587,unict,2022,"Dipartimento Ingegneria elettrica, elettronica e informatica",AUTOMATION ENGINEERING AND CONTROL OF COMPLEX SYSTEMS,LM,Catania,LM-25,PERCORSO COMUNE,BIOENGINEERING AND SYNTHETIC BIOLOGY,,,1,,,,,,,Giuseppe Nicosia,https://www.dieei.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TkNTR1BQNzRBMThDMzUxSw==,9788855531726,"Giuseppe Coppini, Stefano Diciotti, Guido Valli",,,Bioimmagini. Con CD-ROM,Patron,3,2013,Brossura,326,Italiano,30.0,obb,tutto,tutti,104,36,43684,648313
071035b3035e985c451c8ff8f4903c6a7e9b4b9ea3503c87329f4c1b9a26cff65c7bce7b9326f1dcf55e870314db5cd1906f1f8b3d0d9d9411f5413aa3308739,unict,2022,"Dipartimento Ingegneria elettrica, elettronica e informatica",INGEGNERIA INDUSTRIALE,L,Catania,L-9,PERCORSO COMUNE,ELETTROTECNICA A - L,ING-IND/31,,2,,,,,,,Nunzio Salerno,https://www.dieei.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U0xSTk5aNjZDMjBDMzUxQw==,9788855504478,Carlo G. Someda,"F. Gasparini, G. Zingales",,Elementi di elettrotecnica generale,Patron,9,1979,Brossura,XX-604,Italiano,32.0,obb,tutto,tutti,980,224,44003,648412
b9cf18c81f369ef8c6a3dc2166ffea2a8f2168b044bf052424877997d25ddd0ed99b81d8ae2d00f8a2b364494c14bec13e1aa8716416e437904873012a8a9132,unict,2022,"Dipartimento Ingegneria elettrica, elettronica e informatica",INGEGNERIA INDUSTRIALE,L,Catania,L-9,PERCORSO COMUNE,ELETTROTECNICA M - Z,ING-IND/31,,2,,,,,,,Giovanni Aiello,https://www.dieei.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TExBR05ONThIMTJDMzUxSg==,9788855504478,Carlo G. Someda,"F. Gasparini, G. Zingales",,Elementi di elettrotecnica generale,Patron,9,1979,Brossura,XX-604,Italiano,32.0,obb,tutto,tutti,980,224,70295,648413
93c6f300c1215c9be3d3f645fff671ffab413d7983bc780bafe2352ffa6d3a401137c02787ae538e4e2ab3d0b208a81db54102a124da0dbf09893aaa09f6f42c,unict,2022,"Dipartimento Scienze Biologiche, Geologiche e Ambientali",SCIENZE GEOLOGICHE,L,Catania,L-34,PERCORSO COMUNE,MATERIALI LAPIDEI NATURALI ED ARTIFICIALI CON LABORATORIO,GEO/09,,2,,LAB. DI MATERIALI LAPIDEI NAT. ED ART,,,,,Paolo Mazzoleni,https://www.dipbiogeo.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TVpaUExBNjNNMTFDMzUxRw==,9788855534147,"Elena Pecchioni, Fabio Fratini, Emma Cantisani",,,Le malte antiche e moderne tra tradizione ed innovazione,Patron,2,2018,Brossura,232,Italiano,24.0,obb,tutto,tutti,153,36,44287,648929
ed15dd6e87b3eb58bd55b9dc6cf00d023ccc24da4f3bdc42167f79f9e5700b89653b59fd59b4d1bbb8d0c1445b9e1d652b73614db76c4b46102e015fc52fb48f,unict,2022,"Dipartimento Scienze Biologiche, Geologiche e Ambientali",SCIENZE GEOLOGICHE,L,Catania,L-34,PERCORSO COMUNE,MATERIALI LAPIDEI NATURALI ED ARTIFICIALI CON LABORATORIO,GEO/09,,2,,MATERIALI LAPIDEI NATURALI ED ARTIF,,,,,Germana Barone,https://www.dipbiogeo.unict.it/_uni_mod/docenti_open_from_cf.php?cf=QlJOR01ONjlNNTlDMzUxQQ==,9788855534147,"Elena Pecchioni, Fabio Fratini, Emma Cantisani",,,Le malte antiche e moderne tra tradizione ed innovazione,Patron,2,2018,Brossura,232,Italiano,24.0,obb,tutto,tutti,153,36,44278,648930
8f63cc972dd8302438c93692b968c21336b618ede8a73bcd45a96e3378b8724171667f89f83e964afd69d210556b6e7bef6db8ef27f648cbe3d18aa1abaae813,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,FISIOPATOLOGIA VEGETALE ARTROPODI E BIOTECNOLOGIE,AGR/12,,2,,FISIOPATOLOGIA VEGETALE,,,,,Vittoria Catara,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q1RSVlRSNjZFNDNDMzUxSg==,9788855533829,"Alberto Matta, Roberto Buonaurio, Francesco Favaron, Aniello Scala, Felice Scala",,,Fondamenti di patologia vegetale,Patron,2,2017,Brossura,490,Italiano,50.0,obb,tutto,tutti,343,166,43411,648986
c7835afbc27d4909f98923a233ca4cce0f13b426fa1bf36f523bc0ff5715538600d8509db5a6a4a5e82261af61185b38c53742512868f846e706d002138b8593,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,GENETICA E MIGLIORAMENTO GENETICO DELLE PIANTE AGRARIE A - L,,,1,,MIGLIORAMENTO GENETICO DELLE PIANTE AGRARIE,,,,,Angelo Sicilia,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U0NMTkdMODVTMDlHNTgwTQ==,9788855531238,"Franco Lorenzetti, Salvatore Ceccarelli, Daniele Rosellini, Fabio Veronesi",Fabio Veronesi,,Genetica agraria. Genetica e biotecnologie per l'agricoltura,Patron,4,2011,Brossura,496,Italiano,44.0,obb,tutto,tutti,343,166,70326,648989
10825d769d3e5c256a59712be896dfa1fb668d7b0861c95332d16b838f04aaceb951043ee37338f46d7a60aa7630fbedee986f2922e0d15467e7ac62447adf25,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,GENETICA E MIGLIORAMENTO GENETICO DELLE PIANTE AGRARIE M - Z,,,1,,MIGLIORAMENTO GENETICO DELLE PIANTE AGRARIE,,,,,Angelo Sicilia,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U0NMTkdMODVTMDlHNTgwTQ==,9788855531238,"Franco Lorenzetti, Salvatore Ceccarelli, Daniele Rosellini, Fabio Veronesi",Fabio Veronesi,,Genetica agraria. Genetica e biotecnologie per l'agricoltura,Patron,4,2011,Brossura,496,Italiano,44.0,obb,tutto,tutti,343,166,70326,648992
1938344b0d670a5d4a939d17b22f864a96cf41598fc8451525bbbb3ba988e54aa8adcdce5f1dacda093699d4b58d8c74501cd4afc57026572a4d391aea88d866,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE E MORFOFISIOLOGIA DELL’ALBERO,AGR/03,,2,,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE,,,,,Antonio Carlo Barbera,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=QlJCTk5DNjNCMjhDMzUxQg==,9788855525411,"Remigio Baldoni, Luigi Giardini",,,Coltivazioni erbacee. Cereali e proteaginose,Patron,3,2000,Brossura,410,Italiano,31.0,obb,tutto,tutti,343,166,43450,649000
81ea154d417d78fe0bac8c75fd537d9a0b4ed909e373aaf17938d0d60bc59e08ed8d03c21cb927a147676c4fe89a590ad36e2438b683fbcb37e635295c264880,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE E MORFOFISIOLOGIA DELL’ALBERO,AGR/03,,2,,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE,,,,,Antonio Carlo Barbera,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=QlJCTk5DNjNCMjhDMzUxQg==,9788855526227,"Remigio Baldoni, Luigi Giardini",,,"Coltivazioni erbacee. Piante oleifere, da zucchero, da fibra, orticole e aromatiche",Patron,3,2002,Brossura,454,Italiano,35.0,obb,tutto,tutti,343,166,43450,649000
ceb970f2b9b89d5b5e3c4b5531c35b484fc5ade6e81387cdccb05e7d9d2fcf0b4cdebb1611da5eb547eac6551ee2bed60081bd13a053e0ecad1d01a78857396b,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE E MORFOFISIOLOGIA DELL’ALBERO,AGR/03,,2,,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE,,,,,Antonio Carlo Barbera,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=QlJCTk5DNjNCMjhDMzUxQg==,9788855526401,"Remigio Baldoni, Luigi Giardini",,,Coltivazioni erbacee. Foraggere e tappeti erbosi,Patron,3,2002,Cartonato,400,Italiano,33.0,obb,tutto,tutti,343,166,43450,649000
02b01a02bf4651e1668f2cdcee2744a2d96f911a215b7c15d84273800231a2fa6a9dba6b7b2a73d6ef21aefd2a5294da5914bf149288b29366eec2cf19268626,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,MORFOBIOFISIOLOGIA DELLE PIANTE ERBACEE COLTIVATE E MORFOFISIOLOGIA DELL’ALBERO,AGR/03,,2,,MORFOFISIOLOGIA DELL’ALBERO,,,,,Gaetano Distefano,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=RFNUR1RONzVFMjNaMTMzUg==,9788855531894,,"Silviero  Sansavini, Guglielmo Costa, Riccardo Gucci, Paolo Inglese",,Arboricoltura generale,Patron,,2012,Brossura,532,Italiano,55.0,obb,tutto,tutti,343,166,43417,648999
4daff6aaa774a62c0e8b1b301aed72700cc0572556778cf9e9b1b08a0f5af38a8b5ab4994f61bf3ebe13914489869a379e3d1ab636c005a99277869ea978b292,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,PRINCIPI DI CHIMICA DEI MATERIALI,CHIM/07,,2,,,,,,,Salvatore Failla,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=RkxMU1ZUNThIMzBENjM2WA==,9788855523929,Riccardo Pietrabissa,,,Biomateriali per protesi e organi artificiali,Patron,,1996,Brossura,307,Italiano,27.0,obb,tutto,tutti,343,166,44063,649010
767481d1441fc9c9518632d79bdcd654e48b0512fb88eb10feff1208e330bb19c84ca919a77927dc343cc4bded2da2006c0e40f4ee3f4aed5cee144a9a9b3ee5,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,SCIENZE BIOCHIMICHE APPLICATE ALLE BIOTECNOLOGIE AGRARIE,AGR/13,,2,,BIOCHIMICA E FISIOLOGIA DEL SISTEMA SUOLO PIANTA,,,,,Ivana Puglisi,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=UEdMVk5JNzVSNTRDMzUxUQ==,9788855533225,,"Roberto Pinton, Maurizio Cocucci, Marco Trevisan, Paolo Nannipieri",,Fondamenti di biochimica agraria,Patron,,2016,Brossura,302,Italiano,32.0,obb,tutto,tutti,343,166,44296,649021
8940d4683b520a89a1afc583493a4f9ebe9f1c9dd7879b45a820178725f481820cdc7a8358e34158076c85c0490d235879eee21cba6f7383b58138790fa3987c,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE,L,Catania,L-2,PERCORSO COMUNE,SCIENZE BIOCHIMICHE APPLICATE ALLE BIOTECNOLOGIE AGRARIE,AGR/13,,2,,BIOCHIMICA E FISIOLOGIA DEL SISTEMA SUOLO PIANTA,,,,,Ivana Puglisi,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=UEdMVk5JNzVSNTRDMzUxUQ==,9788855533621,,"Paolo Sequi, Teodoro Miano, Claudio Ciavatta",,Fondamenti di chimica del suolo,Patron,,2017,Brossura,295,Italiano,32.0,obb,tutto,tutti,343,166,44296,649021
93bea22b2cec1f0d1fec68a5cff0112e778dc674df49bc595589b4c42ea5dce56064c495b38ce24b8a9832ecf9ea24cee7a1be0ffe4c61596ceb3fcac9d71401,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,BIOTECNOLOGIE MEDICHE,LM,Catania,LM-9,PERCORSO COMUNE,BIOINGEGNERIA E BIOLOGIA SINTETICA,ING-INF/06,,1,,,,,,,Giuseppe Nicosia,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TkNTR1BQNzRBMThDMzUxSw==,9788855531726,"Giuseppe Coppini, Stefano Diciotti, Guido Valli",,,Bioimmagini. Con CD-ROM,Patron,3,2013,Brossura,326,Italiano,30.0,obb,tutto,tutti,71,20,43684,649037
fa18fd204f1389deda999de623587e2adc6f51fe022f083e9e247fc4612c797d6f5b1852d226ac3593e79ec4c82c6bf62a066a2c0985fe1f2b6bf2f9dac53fef,unict,2022,Dipartimento Scienze Biomediche e Biotecnologiche,FISIOTERAPIA,L,Catania,L/SNT2,PERCORSO COMUNE,BASI MORFOLOGICHE E FUNZIONALI,BIO/16; ING-IND/14,,1,,BIOINGEGNERIA INDUSTRIALE,,,,,Guido La Rosa,https://www.biometec.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TFJTR0RVNTRQMDJIMTYzSA==,9788855523929,Riccardo Pietrabissa,,,Biomateriali per protesi e organi artificiali,Patron,,1996,Brossura,307,Italiano,27.0,obb,tutto,tutti,134,38,43908,649066
64c7e43eda4ac6b16936f2dd70381f1462508b1a2d6f90e2dbfa8778df7c1660f98992665c34faee129b073a7d827b2ee7a65e6c36eb7abd09d617ce967160c4,unict,2022,Dipartimento Scienze Umanistiche,BENI CULTURALI,L,Catania,L-1,PERCORSO COMUNE,GEOGRAFIA CULTURALE,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855531658,,S. Cannizzaro,,Per una geografia del turismo. Ricerche e casi studio in Italia,Patron,,2011,Brossura,320,Italiano,29.0,obb,parz.,tutti,704,150,44555,649664
ec00485c8b883825af52216a8c263ed66b2a8e81c6da64621be5e928c8668eae084e84a9757fc3a7f003203cc488b4ca55af316d3f6784ec519acc303bfd881f,unict,2022,Dipartimento Scienze Umanistiche,BENI CULTURALI,L,Catania,L-1,PERCORSO COMUNE,GEOGRAFIA CULTURALE,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855532525,"S. Cannizzaro, G. Luigi Corinto",,,Paesaggio in Sicilia. Dialogo territoriale ed episodi paesaggistici,Patron,,2013,Brossura,116,Italiano,14.0,obb,parz.,tutti,704,150,44555,649664
daa915dba521db1fa3252fd56a4f71dd372f1544b7e820e8758ae6e0081fcebb0bc3c5610c4017047c5187d536048a63606483c3cd6f51da0494f1f324a7dbb8,unict,2022,Dipartimento Scienze Umanistiche,BENI CULTURALI,L,Catania,L-1,PERCORSO COMUNE,GEOGRAFIA CULTURALE,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855534239,,Salvatore Cannizzaro,,Cultura e creatività per la valorizzazione del territorio. Casi studio sul Mezzogiorno d'Italia,Patron,,2018,Brossura,204,Italiano,20.0,obb,parz.,tutti,704,150,44555,649664
6071078dc61dc8ba80ce5cfafe385c2a63713ae669ae6f5a188fcd525b9dbde1588ea4f4de072b2a1a92c862692dd5918b90780bff7b3b67b07f398b2bd550c5,unict,2022,Dipartimento Scienze Umanistiche,BENI CULTURALI,L,Catania,L-1,PERCORSO COMUNE,GEOGRAFIA CULTURALE,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855534789,,Salvatore Cannizzaro,,"Ecomuseo dell'Etna. Tra natura, mito e cultura",Patron,,2020,Brossura,204,Italiano,25.0,obb,parz.,tutti,704,150,44555,649664
a66ddf3e683c2ffb944108535c672db31a44988a667001220014052aecd379b43c69cc6241d79da60a3e9fdecc68b18b068ada04c00d39a6793861cc767a1ebc,unict,2022,Dipartimento Scienze Umanistiche,FILOLOGIA CLASSICA,LM,Catania,LM-15,PERCORSO COMUNE,FILOLOGIA PATRISTICA,L-FIL-LET/06,,1,,,,,,,Maria Rosaria Petringa,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=UFRSTVJTNjVSNjBGODM5Vg==,9788855531733,Paolo Chiesa,,,Elementi di critica testuale,Patron,2,2012,Brossura,232,Italiano,22.0,obb,parz.,tutti,71,21,44554,649726
068d7e2ef2e6038893ecd4326ec59fdfc102fc2d1a9e102ab9727f9b1e0ac57e63ba278e9825692ff79c1281d641d3828bfa8ccb407a293069eb596647ed7931,unict,2022,Dipartimento Scienze Umanistiche,FILOLOGIA MODERNA,LM,Catania,LM-14,PERCORSO COMUNE,DIDATTICA DELLA GEOGRAFIA,M-GGR/01,,1,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855530736,"Salvatore Cannizzaro, G. Luigi Corinto, Carmelo M. Porto",,,Il Mediterraneo dalla frattura regionale al processo d'integrazione,Patron,,2010,Cartonato,208,Italiano,18.0,obb,parz.,tutti,329,101,44555,649733
dfd082f1324d45afab95e0586c3bf45050d20cfc345151608169fe9b8b3e455c1f351d42cdc06b3b02499cd7c6d941b982af331f2681aee6f57a07c7d982dbba,unict,2022,Dipartimento Scienze Umanistiche,FILOLOGIA MODERNA,LM,Catania,LM-14,PERCORSO COMUNE,DIDATTICA DELLA GEOGRAFIA,M-GGR/01,,1,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855532525,"S. Cannizzaro, G. Luigi Corinto",,,Paesaggio in Sicilia. Dialogo territoriale ed episodi paesaggistici,Patron,,2013,Brossura,116,Italiano,14.0,obb,parz.,tutti,329,101,44555,649733
fd3a14cb1fd496a7256f8f35af2ca3c4246a8f1817c3c7065185f617a43f2354a1dbf792e7da4643bd1abbfecd0c6cdfefda8937236086bd22f058d6b3a8dc98,unict,2022,Dipartimento Scienze Umanistiche,LETTERE,L,Catania,L-10,PERCORSO COMUNE,GEOGRAFIA A - L,M-GGR/01,,1,,,,,,,Maria Sorbello,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U1JCTVJBNThNNzFDMzUxRg==,9788855534789,,Salvatore Cannizzaro,,"Ecomuseo dell'Etna. Tra natura, mito e cultura",Patron,,2020,Brossura,204,Italiano,25.0,obb,tutto,tutti,985,277,44623,649785
c62c254b8e948af54835693e8d1ea53199fdbb31cec3d92a481f932fe55ea12f6ae268603581026019cd3d44265e9ec9eb78ffe755b24902910779c03cfa93d9,unict,2022,Dipartimento Scienze Umanistiche,LETTERE,L,Catania,L-10,PERCORSO COMUNE,LETTERATURA ITALIANA A - L,L-FIL-LET/10,,1,,,,,,,Andrea Manganaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TU5HTkRSNjBTMTVDMzUxSQ==,9788855533553,Loredana Chines,,,Francesco Petrarca,Patron,,2016,Brossura,300,Italiano,26.0,cons,parz.,tutti,985,277,44608,649791
fe39dc14a13d46589b267056c83b0a97ec7d708520456aa828ae48a401b5cfa9bd809b8ee096e491c63d21178d59a98220ec0ccd3258d1a8ee9155de36981687,unict,2022,Dipartimento Scienze Umanistiche,LETTERE,L,Catania,L-10,PERCORSO COMUNE,LINGUA E LETTERATURA GRECA,L-FIL-LET/02,,2,,,,,,,Paolo Biagio Cipolla,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q1BMUEJHNzJQMDdDMzUxVQ==,9788855528405,,"Gabriele Burzacchini, Enzo Degani, Massimo Magnani",,Lirici greci. Antologia,Patron,2,2006,Brossura,386,Italiano,32.0,obb,parz.,tutti,985,277,44553,649795
6dccd1335ab2cf13b1539c651c246603338e0bfde3440dce43333e97c4de196071f56cc28519729409d04bdc2c461c4bcf450e3ee9f45225eee4b51fede31d7b,unict,2022,Dipartimento Scienze Umanistiche,LINGUE E LETTERATURE COMPARATE,LM,Catania,LM-37,PERCORSO COMUNE,GEOGRAFIA DELLA POPOLAZIONE E DEL TERRITORIO,M-GGR/01,,2,,,,,,,Maria Sorbello,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U1JCTVJBNThNNzFDMzUxRg==,9788855533560,Catherine Wihtol De Wenden,"A. Riggio, R. G. Maury",,"Le nuove migrazioni. Luoghi, uomini, politiche",Patron,,2016,Brossura,166,Italiano,16.0,obb,parz.,tutti,276,91,44623,649827
585f00c48379de7e5522c14e65a67a9761645a64741952b1d62294e3329d1dd7452462fc31e4441ca91e4d372caa986f255181ba93e5a83f555abeac4a1ac669,unict,2022,Dipartimento Scienze Umanistiche,LINGUE PER LA COOPERAZIONE INTERNAZIONALE,LM,Catania,LM-38,PERCORSO COMUNE,GEOGRAFIA DELLA POPOLAZIONE E DEL TERRITORIO,M-GGR/01,,1,,,,,,,Maria Sorbello,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=U1JCTVJBNThNNzFDMzUxRg==,9788855533560,Catherine Wihtol De Wenden,"A. Riggio, R. G. Maury",,"Le nuove migrazioni. Luoghi, uomini, politiche",Patron,,2016,Brossura,166,Italiano,16.0,obb,parz.,tutti,180,62,44623,649827
8f3995fb1044f543eb99f1914f9785802948ae5a4972063cc5c093ab4ea6fd8fc28fa357b82c7d3e7fa50def3cc1e38453a67adbd6c256189e386195102fc6ca,unict,2022,Dipartimento Scienze Umanistiche,SCIENZE E LINGUE PER LA COMUNICAZIONE,L,Catania,L-20,PERCORSO COMUNE,GEOGRAFIA CULTURALE A - L,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855531658,,S. Cannizzaro,,Per una geografia del turismo. Ricerche e casi studio in Italia,Patron,,2011,Brossura,320,Italiano,29.0,obb,parz.,tutti,1236,306,44555,649922
531b0f506848a6ed919e223d75ff7be0c7640543da4302a9cfceecd9cc26e60eb0ea22042663dc077a95d8f3a9e74e527a52fabb9810c46bee2e145a54dc3ff9,unict,2022,Dipartimento Scienze Umanistiche,SCIENZE E LINGUE PER LA COMUNICAZIONE,L,Catania,L-20,PERCORSO COMUNE,GEOGRAFIA CULTURALE A - L,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855534239,,Salvatore Cannizzaro,,Cultura e creatività per la valorizzazione del territorio. Casi studio sul Mezzogiorno d'Italia,Patron,,2018,Brossura,204,Italiano,20.0,obb,parz.,tutti,1236,306,44555,649922
dd87fef03294f4793970225f6ed25a1456919023796bcca2dc7812ca2595d21cc56b9b5ea84aa6ef5f262ab40fda8bca130f3271dbbc138c705128cc4c22283f,unict,2022,Dipartimento Scienze Umanistiche,SCIENZE E LINGUE PER LA COMUNICAZIONE,L,Catania,L-20,PERCORSO COMUNE,GEOGRAFIA CULTURALE A - L,M-GGR/01,,2,,,,,,,Salvatore Cannizzaro,https://www.disum.unict.it/_uni_mod/docenti_open_from_cf.php?cf=Q05OU1ZUNjJNMDRCMzAyTQ==,9788855534789,,Salvatore Cannizzaro,,"Ecomuseo dell'Etna. Tra natura, mito e cultura",Patron,,2020,Brossura,204,Italiano,25.0,obb,parz.,tutti,1236,306,44555,649922
86c0d68b4e51e3908f34dd5789199fe4bdc0076c3061afb22842a45e6760bb3fd1a180e6cf644ae5dc04fca3f082c16b370d594fb5840a6542f5d3ffebe18c70,unict,2022,Dipartimento Scienze del Farmaco e della Salute,CHIMICA E TECNOLOGIA FARMACEUTICHE,LMCU,Catania,LM-13,PERCORSO COMUNE,BIOLOGIA SINTETICA E DEI SISTEMI,,,1,,,,,,,Giuseppe Nicosia,https://www.dsf.unict.it/_uni_mod/docenti_open_from_cf.php?cf=TkNTR1BQNzRBMThDMzUxSw==,9788855531726,"Giuseppe Coppini, Stefano Diciotti, Guido Valli",,,Bioimmagini. Con CD-ROM,Patron,3,2013,Brossura,326,Italiano,30.0,obb,tutto,tutti,541,72,43684,649981
7312be480a8267d613bca8ce6f87ecc904751818807459be459b0416e539661dd789e53ebc88554971cc2e1d4a6cb360d91fac8d363d1f680400da7110893874,unipa,2022,Dipartimento Architettura,"PIANIFICAZIONE TERRITORIALE,URBANISTICA E AMBIENTALE",LM,Palermo,LM-48,PIANIFICAZIONE TERRITORIALE URBANISTICA E AMBIENTALE,GEOMATICA,ICAR/06,6,1,2,,,,,,Patrizia Midulla,https://www.unipa.it/persona.html?id=157167&lang=it,9788855515818,Ugo Bartorelli,,,Topografia,Patron,,1979,,540,Italiano,24.0,obb,tutto,tutti,26,11,18421,640859
b696c9747257f31282c525eb71bf8cdb7b228ac6cb8219d6c05849e20fd17f3d3a5d67fd99db1b0b3aca7d8d7eaeb040e2c2a6ca3786caf7729413823c3b7544,unipa,2022,Dipartimento Culture e Società,"BENI CULTURALI: CONOSCENZA,GESTIONE,VALORIZZAZIONE",L,Palermo,L-1,PATRIMONIO E TURISMO CULTURALE,CIVILTÀ LETTERARIA DI ROMA ANTICA,L-FIL-LET/04,6,2,2,,,,,,Alfredo Casamento,https://www.unipa.it/persona.html?id=152515&lang=it,9788855512176,Alfonso Traina,,,Lo stile drammatico del filosofo Seneca,Patron,4,1987,Brossura,240,Italiano,20.0,obb,tutto,tutti,546,153,18711,641487
